file,status,match_method,match_confidence,changed_fields,doi_json,doi_zotero,doi_conflict,pdf_basename,title_norm,error
out/batch_processed/Lung nodule during COVID.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2020.04.020,,Mazzone et al. - 2020 - Management of Lung Nodules and Lung Cancer Screening During the COVID-19 Pandemic.pdf,,
out/batch_processed/LungRADSAssessmentCategoriesv1-1.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jacr.2023.09.009,,Christensen et al. - 2024 - ACR Lung-RADS v2022 Assessment Categories and Management Recommendations.pdf,,
out/batch_processed/Machine learing TPA.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1513/annalsats.202402-151oc,,Khemasuwan et al. - 2025 - Machine Learning Model Predictors of Intrapleural Tissue Plasminogen Activator and DNase Failure in.pdf,,
out/batch_processed/Majid-2020-Efficacy of the Spiration Valve Sys.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000504183,,Majid et al. - 2020 - Efficacy of the Spiration Valve System in Patients with Severe Heterogeneous Emphysema A Systematic.pdf,,
out/batch_processed/Management of Benign Pleural Effusions Using I.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2016.10.052,,Patil et al. - 2017 - Management of Benign Pleural Effusions Using Indwelling Pleural Catheters.pdf,,
out/batch_processed/Management of Malignant Pleural Effusions.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1164/rccm.201807-1415st,,Feller-Kopman et al. - 2018 - Management of Malignant Pleural Effusions. An Official ATSSTSSTR Clinical Practice Guideline.pdf,,
out/batch_processed/Management of life-threatening hemoptysis in the ICU.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd-19-3991,,Charya et al. - 2021 - Management of life-threatening hemoptysis in the ICU.pdf,,
out/batch_processed/Management of significant airway bleeding during robotic assisted bronchoscopy a tailored approach.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1159/000514830,,Fernandez-Bussy et al. - 2021 - Management of Significant Airway Bleeding during Robotic Assisted Bronchoscopy A Tailored Approach.pdf,,
out/batch_processed/Managing Massive Hemoptysis.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2019.07.012,,Davidson and Shojaee - 2020 - Managing Massive Hemoptysis.pdf,,
out/batch_processed/Mechanical properties of different airway sten.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.medengphy.2015.02.008,,Ratnovsky et al. - 2015 - Mechanical properties of different airway stents.pdf,,
out/batch_processed/Mesothelioma proposal for revision of T.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2024.03.007,,Gill et al. - 2024 - The International Association for the Study of Lung Cancer Mesothelioma Staging Project Proposals f.pdf,,
out/batch_processed/Metallic Endobronchial Stents A Contemporary R.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2018.12.001,,Avasarala et al. - 2019 - Metallic Endobronchial Stents.pdf,,
out/batch_processed/Moderate sedation changes for bronchoscopy in 2017.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2017.06.027,,Nelson - 2017 - Moderate Sedation Changes for Bronchoscopy in 2017.pdf,,
out/batch_processed/Multi-disciplinary management of patients with.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;pages;issn;url,,10.1016/j.rmed.2021.106582,,Agrawal et al. - 2021 - Multi-disciplinary management of patients with benign airway strictures A review.pdf,,
out/batch_processed/Multidetector CT evaluation of tracheobronchom.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.rcl.2008.11.007,,Lee et al. - 2009 - Multidetector CT Evaluation of Tracheobronchomalacia.pdf,,
out/batch_processed/Multidisciplinarymanagementofadultpatientswith chylothorax.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1183/13993003.00470-2024,,Agrawal et al. - 2024 - Multidisciplinary management of adult patients with chylothorax a consensus statement.pdf,,
out/batch_processed/Multi‐institutional retrospective analysis of.json,unmatched,,,,,,,,scp multi institutional scp retrospective analysis of adverse events following rigid scp tracheobronchoscopy scp,
out/batch_processed/Murgu Saftey of TIVA in rigid.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1159/000504679,,Murgu et al. - 2020 - Evaluation of Safety and Short-term Outcomes of Therapeutic Rigid Bronchoscopy Using Total Intraveno.pdf,,
out/batch_processed/NAVIGATE 24-Month Results.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2021.12.008,,Folch et al. - 2022 - NAVIGATE 24-Month Results Electromagnetic Navigation Bronchoscopy for Pulmonary Lesions at 37 Cente.pdf,,
out/batch_processed/NEJM tracheostomy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;issn;url,,10.1056/nejmvcm2014884,,Hashimoto et al. - 2020 - Percutaneous Tracheostomy.pdf,,
out/batch_processed/Nd-YAG laser vs bronchoscopic electrocautery.json,changed,override:doi,1.0,authors;issn;url,,10.1378/chest.116.4.1108,,Boxem et al. - 1999 - Nd-YAG Laser vs Bronchoscopic Electrocautery for Palliation of Symptomatic Airway Obstruction.pdf,,
out/batch_processed/NdYAG laser bronchoscopy A five year experienc.json,changed,override:doi,1.0,year_norm;authors;journal;volume;issue;pages;issn;url,,10.1378/chest.94.1.15,,Cavaliere et al. - 1988 - NdYAG Laser Bronchoscopy.pdf,,
out/batch_processed/NdYAG_laser_therapy_in_lung_cancer_1994.json,unchanged,title_exact,1.0,,,,,"Cavaliere et al. - NdYAG Laser Therapy in Lung Cancer An 11-Year Experience with 2,253 Applications in 1,585 Patients.pdf",,
out/batch_processed/Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1097/lbr.0000000000000470,,Peralta et al. - 2018 - Novel Bronchoscopic Management of Airway Bleeding With Absorbable Gelatin and Thrombin Slurry.pdf,,
out/batch_processed/Occupational adverse effects and protective factors in bronchoscopy .json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2019.03.73,,Chen and Bai - 2019 - Occupational adverse effects and protective factors in bronchoscopy.pdf,,
out/batch_processed/Operating Room Fires.json,unmatched,,,,,,,,,
out/batch_processed/Optimal Endobronchial Ultrasound Strain Elastography Assessment.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000494143,,Verhoeven et al. - 2019 - Optimal Endobronchial Ultrasound Strain Elastography Assessment Strategy An Explorative Study.pdf,,
out/batch_processed/Ost-2014-Quality-adjusted survival following t.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.13-1908,,Ost et al. - 2014 - Quality-Adjusted Survival Following Treatment of Malignant Pleural Effusions With Indwelling Pleural.pdf,,
out/batch_processed/Ost-2018-Quality Gaps and Comparative Effectiv.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2017.08.026,,Ost et al. - 2018 - Quality Gaps and Comparative Effectiveness of Management Strategies for Recurrent Malignant Pleural.pdf,,
out/batch_processed/Palliative Care and Interventional Pulmonology.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2017.11.001,,Ali and Sorathia - 2018 - Palliative Care and Interventional Pulmonology.pdf,,
out/batch_processed/Percutaneous Dilational Tracheostomy 2018.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2017.11.009,,Hsia et al. - 2013 - Percutaneous Dilational Tracheostomy.pdf,,
out/batch_processed/Percutaneous dilational tracheostomy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2017.11.009,,Hsia et al. - 2013 - Percutaneous Dilational Tracheostomy.pdf,,
out/batch_processed/Percutaneous endoscopic gastrostomy. Indicatio.json,changed,title_fuzzy,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.medcle.2019.01.012,,"Molina Villalba et al. - 2019 - Percutaneous endoscopic gastrostomy. Indications, care and complications.pdf",,
out/batch_processed/Percutaneous radiologic gastrostomy versus per.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ejrad.2005.02.007,,Silas et al. - 2005 - Percutaneous radiologic gastrostomy versus percutaneous endoscopic gastrostomy A comparison of indi.pdf,,
"out/batch_processed/Performance, long-term management, and coding for percutaneous dilational tracheostomy.json",changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2018.10.049,,"Singh and Sing - 2019 - Performance, Long-term Management, and Coding for Percutaneous Dilational Tracheostomy.pdf",,
out/batch_processed/Physiologic Evaluation of the Patient With Lung Cancer.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.12-2395,,Brunelli et al. - 2013 - Physiologic Evaluation of the Patient With Lung Cancer Being Considered for Resectional Surgery.pdf,,
out/batch_processed/Pison-2021-Safety of denervation following tar.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1186/s12931-021-01664-5,,Pison et al. - 2021 - Safety of denervation following targeted lung denervation therapy for COPD AIRFLOW-1 3-year outcome.pdf,,
out/batch_processed/Pleural Cryobiopsy A Systematic Review and Met.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2019.09.023,,Shafiq et al. - 2020 - Pleural Cryobiopsy.pdf,,
out/batch_processed/Pleural Interventions in the Management of Hep.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2021.08.043,,Gilbert et al. - 2022 - Pleural Interventions in the Management of Hepatic Hydrothorax.pdf,,
out/batch_processed/Pleural controversy  Closed needle pleural bio.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1111/j.1440-1843.2011.01973.x,,Koegelenberg and Diacon - 2011 - Pleural controversy Closed needle pleural biopsy or thoracoscopy—Which first.pdf,,
out/batch_processed/Potentially fatal arrhythmia complicating endobronchial epinephrine.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1164/ajrccm.185.9.1028,,Steinfort et al. - 2012 - Potentially Fatal Arrhythmia Complicating Endobronchial Epinephrine for Control of Iatrogenic Bleedi.pdf,,
out/batch_processed/Preoperative endobronchial photodynamic therap.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.pdpdt.2014.03.011,,Akopov et al. - 2014 - Preoperative endobronchial photodynamic therapy improves resectability in initially irresectable (in.pdf,,
out/batch_processed/Proposals for revision of the M discriptor.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2024.01.019,,Fong et al. - 2024 - The International Association for the Study of Lung Cancer Staging Project for Lung Cancer Proposal.pdf,,
out/batch_processed/Proposals for revisoin of residual tumor after resection.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2024.03.021,,Detterbeck et al. - 2024 - The International Association for the Study of Lung Cancer Lung Cancer Staging Project Proposals fo.pdf,,
out/batch_processed/Prospective study to determine the volume of p.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.09-0641,,Swiderek et al. - 2010 - Prospective Study To Determine the Volume of Pleural Fluid Required To Diagnose Malignancy.pdf,,
out/batch_processed/RCT  of Three Guided Bronchoscopic Approaches Pulmonary NodulesPRECISION-1 Study.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2019.10.016,,Yarmus et al. - 2020 - A Prospective Randomized Comparative Study of Three Guided Bronchoscopic Approaches for Investigatin.pdf,,
out/batch_processed/RCT of EBUS with and without aspiration.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.11-0692,,Casal et al. - 2012 - Randomized Clinical Trial of Endobronchial Ultrasound Needle Biopsy With and Without Aspiration.pdf,,
out/batch_processed/ROSE during EBUS  for diagnosing lung cancer a randomized study.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1159/000346987,,Oki et al. - 2013 - Rapid On-Site Cytologic Evaluation during Endobronchial Ultrasound-Guided Transbronchial Needle Aspi.pdf,,
out/batch_processed/ROSE during EBUS for nodal staging in patients with lung cancer.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.athoracsur.2012.09.074,,Nakajima et al. - 2013 - Rapid On-Site Cytologic Evaluation During Endobronchial Ultrasound-Guided Transbronchial Needle Aspi.pdf,,
"out/batch_processed/Radiation Principles, Protection, and Reporting.json",changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000540102,,"Wijma et al. - 2024 - Radiation Principles, Protection, and Reporting for Interventional Pulmonology A World Association.pdf",,
out/batch_processed/Rahman-2015-Effect of Opioids vs NSAIDs and La.json,changed,author_year,0.9,title;year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1001/jama.2015.16840,,Rahman et al. - 2015 - Effect of Opioids vs NSAIDs and Larger vs Smaller Chest Tube Size on Pain Control and Pleurodesis Ef.pdf,,
out/batch_processed/Rahnemai-Azar-2014-Percutaneous endoscopic gas.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.3748/wjg.v20.i24.7739,,"Rahnemai-Azar - 2014 - Percutaneous endoscopic gastrostomy Indications, technique, complications and management.pdf",,
out/batch_processed/Randomized Trial of Pleural Fluid Drainage Fre.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1164/rccm.201607-1404oc,,Wahidi et al. - 2017 - Randomized Trial of Pleural Fluid Drainage Frequency in Patients with Malignant Pleural Effusions. T.pdf,,
out/batch_processed/Rashid-2017-Percutaneous tracheostomy_ a compr.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2017.09.33,,Rashid and Islam - 2017 - Percutaneous tracheostomy a comprehensive review.pdf,,
out/batch_processed/Reevaluating the Role of Bronchoscopy Prior to Bronchial Artery Embolization.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chpulm.2024.100128,,Nishihara et al. - 2025 - Reevaluating the Role of Bronchoscopy Prior to Bronchial Artery Embolization in Nonintubated Patient.pdf,,
out/batch_processed/Reichle-2000-[Argon plasma coagulation in bron.json,changed,override:doi,1.0,title;year_norm;authors;journal;volume;issue;pages;issn;url,,10.1055/s-2000-8254,,Reichle et al. - 2000 - Die Argon-Plasma-Koagulation in der Bronchologie Eine neue Methode - alternativ oder komplementär1.pdf,,
out/batch_processed/Relapsing polychondriti.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.21037/jtd-24-1603,,Grandière et al. - 2025 - Relapsing polychondritis tracheobronchial involvement and differential diagnoses.pdf,,
out/batch_processed/Respiratory infections increase the r.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.11-2005,,Ost et al. - 2012 - Respiratory Infections Increase the Risk of Granulation Tissue Formation Following Airway Stenting i.pdf,,
out/batch_processed/Results of long-term follow-up of photodynamic.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.08-2237,,Endo et al. - 2009 - Results of Long-term Follow-up of Photodynamic Therapy for Roentgenographically Occult Bronchogenic.pdf,,
out/batch_processed/Richter-Schrag-2011-Risk factors and complicat.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1155/2011/609601,,Richter-Schrag et al. - 2011 - Risk Factors and Complications Following Percutaneous Endoscopic Gastrostomy A Case Series of 1041.pdf,,
out/batch_processed/Rigid Bronchoscopy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1055/s-0038-1676647,,Diaz-Mendoza et al. - 2018 - Rigid Bronchoscopy.pdf,,
out/batch_processed/Rigid bronchoscopy and silicone st.json,changed,title_exact,1.0,authors;abstract,,,,Semaan and Yarmus - Rigid bronchoscopy and silicone stents in the management of central airway obstruction.pdf,,
out/batch_processed/RigidMiniThoracoscopyVersusSemirigid_Thoracoscopy.json,unmatched,,,,,,,,rigid mini thoracoscopy versus semirigid thoracoscopy in undiagnosed exudative pleural effusion,
out/batch_processed/Risks of and recommendations for flexible bronchoscopy in pregnancy.json,changed,title_fuzzy,0.9,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1378/chest.126.6.1974,,Bahhady and Ernst - 2004 - Risks of and Recommendations for Flexible Bronchoscopy in Pregnancy.pdf,,
out/batch_processed/Roberts-2010-Management of a malignant pleural.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1136/thx.2010.136994,,Roberts et al. - 2010 - Management of a malignant pleural effusion British Thoracic Society pleural disease guideline 2010.pdf,,
out/batch_processed/Robot assisted bronchoscopy for pulmonary lesion diagnosis.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1186/s12890-019-1010-8,,Chaddha et al. - 2019 - Robot-assisted bronchoscopy for pulmonary lesion diagnosis results from the initial multicenter exp.pdf,,
out/batch_processed/Robotic bronchoscopy for pulmonary lesions a review of existing technologies and clinical data.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2020.03.35,,Agrawal et al. - 2020 - Robotic bronchoscopy for pulmonary lesions a review of existing technologies and clinical data.pdf,,
out/batch_processed/Robotic bronchoscopy pilot and feasibility study (Benefit).json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2020.08.2047,,Chen et al. - 2021 - Robotic Bronchoscopy for Peripheral Pulmonary Lesions.pdf,,
out/batch_processed/Role of Montgomery T-tube stent for laryngotra.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.anl.2013.10.008,,Prasanna Kumar et al. - 2014 - Role of Montgomery T-tube stent for laryngotracheal stenosis.pdf,,
out/batch_processed/Role of Pathologic Single Nodal and Multple Nodal Desscriptions.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2024.06.3797,,Takamori et al. - 2024 - Role of Pathologic Single-Nodal and Multiple-Nodal Descriptors in Resected Non-Small Cell Lung Cance.pdf,,
out/batch_processed/Romagnoli-2019-Poor Concordance between Sequen2.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1164/rccm.201810-1947oc,,Romagnoli et al. - 2019 - Poor Concordance between Sequential Transbronchial Lung Cryobiopsy and Surgical Lung Biopsy in the D.pdf,,
out/batch_processed/Routine monitoring with pleural manometry duri.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/s2213-2600(18)30421-1,,Lentz et al. - 2019 - Routine monitoring with pleural manometry during therapeutic large-volume thoracentesis to prevent p.pdf,,
out/batch_processed/Ruigrok-2020-Digital versus analogue chest dra.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1186/s12890-020-1173-3,,Ruigrok et al. - 2020 - Digital versus analogue chest drainage system in patients with primary spontaneous pneumothorax a r.pdf,,
out/batch_processed/SSRAB in the Diagnosis of PPLs.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2021.07.2169,,Kalchiem-Dekel et al. - 2022 - Shape-Sensing Robotic-Assisted Bronchoscopy in the Diagnosis of Pulmonary Parenchymal Lesions.pdf,,
out/batch_processed/SSRAB vs DT ENB.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2022.10.019,,Low et al. - 2023 - Shape-Sensing Robotic-Assisted Bronchoscopy vs Digital Tomosynthesis-Corrected Electromagnetic Navig.pdf,,
out/batch_processed/STS Surgical Management of Oligometastatic NSCLC.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.athoracsur.2024.11.010,,Antonoff et al. - 2025 - The Society of Thoracic Surgeons (STS) Clinical Practice Guideline on Surgical Management of Oligome.pdf,,
out/batch_processed/Safety and Efficacy of a Fully Cov.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000472155,,Fortin et al. - 2017 - Safety and Efficacy of a Fully Covered Self-Expandable Metallic Stent in Benign Airway Stenosis.pdf,,
out/batch_processed/Safety and effectiveness of microdebrider bron.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1111/resp.12087,,Casal et al. - 2013 - Safety and effectiveness of microdebrider bronchoscopy for the management of central airway obstruct.pdf,,
out/batch_processed/Safety and efficacy of a novel transbronchial radiofrequency ablation system for lung tumours .json,unmatched,,,,,,,,safety and efficacy of a novel transbronchial radiofrequency ablation system for lung tumours one year follow up from the first multi centre large scale clinical trial scp bronc scp scp rfii scp,
out/batch_processed/Safety and feasibility of interventional pulmo.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.12-2550,,Yarmus et al. - 2013 - Safety and Feasibility of Interventional Pulmonologists Performing Bedside Percutaneous Endoscopic G.pdf,,
out/batch_processed/Safety of endoscopic gastrostomy tube placemen.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.gie.2020.09.012,,Kohli et al. - 2021 - Safety of endoscopic gastrostomy tube placement compared with radiologic or surgical gastrostomy na.pdf,,
out/batch_processed/Safety of flexible bronchoscopy in patients with  pulmonary hypertension.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000197465,,Diaz-Guzman et al. - 2009 - Safety of Diagnostic Bronchoscopy in Patients with Pulmonary Hypertension.pdf,,
out/batch_processed/Saftey of rigid in bronch suite.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd-2024-2163,,Mahajan et al. - 2025 - Safety and feasibility of performing rigid bronchoscopy in the bronchoscopy suite instead of the ope.pdf,,
out/batch_processed/Sanabria-2014-Which percutaneous tracheostomy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.4187/respcare.03050,,Sanabria - 2014 - Which Percutaneous Tracheostomy Method Is Better A Systematic Review.pdf,,
out/batch_processed/Sedation in Bronchoscopy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2017.09.004,,McCambridge et al. - 2018 - Sedation in Bronchoscopy.pdf,,
out/batch_processed/Selected Topics in Malignant Pleural Disease.json,unmatched,,,,,,,,american association of bronchology and interventional pulmonology essential knowledge in interventional pulmonology series,
out/batch_processed/Senitko-2019-Safety and Tolerability of Vacuum.json,changed,override:doi,1.0,title;authors;issn;url,,10.1097/lbr.0000000000000556,,Senitko et al. - 2019 - Safety and Tolerability of Vacuum Versus Manual Drainage During Thoracentesis A Randomized Trial.pdf,,
out/batch_processed/Sensitivity and safety of ENB systematic review and meta-analysis.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2020.05.534,,Folch et al. - 2020 - Sensitivity and Safety of Electromagnetic Navigation Bronchoscopy for Lung Cancer Diagnosis.pdf,,
out/batch_processed/Shape-Sensing Robotic vs Tomo ENB.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2022.10.019,,Low et al. - 2023 - Shape-Sensing Robotic-Assisted Bronchoscopy vs Digital Tomosynthesis-Corrected Electromagnetic Navig.pdf,,
out/batch_processed/Shape-sensing robotic-assisted bronchoscopy in the diagnosis of pulmonary parenchymal lesions.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2021.07.2169,,Kalchiem-Dekel et al. - 2022 - Shape-Sensing Robotic-Assisted Bronchoscopy in the Diagnosis of Pulmonary Parenchymal Lesions.pdf,,
out/batch_processed/Shi-2014-Outcome and safety of the Montgomery.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000362244,,Shi et al. - 2014 - Outcome and Safety of the Montgomery T-Tube for Laryngotracheal Stenosis A Single-Center Retrospect.pdf,,
out/batch_processed/Shojaee-2019-Indwelling Tunneled Pleural Cathe.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2018.08.1034,,Shojaee et al. - 2019 - Indwelling Tunneled Pleural Catheters for Refractory Hepatic Hydrothorax in Patients With Cirrhosis.pdf,,
out/batch_processed/Silvestri-2018-Assessment of Plasma Proteomics.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2018.02.012,,Silvestri et al. - 2018 - Assessment of Plasma Proteomics Biomarker’s Ability to Distinguish Benign From Malignant Lung Nodule.pdf,,
out/batch_processed/Slebos-2018-Endobronchial Coils for Endoscopic.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000490193,,Slebos et al. - 2018 - Endobronchial Coils for Endoscopic Lung Volume Reduction Best Practice Recommendations from an Expe.pdf,,
out/batch_processed/Spread Through Air Spaces.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2024.03.015,,Travis et al. - 2024 - The International Association for the Study of Lung Cancer (IASLC) Staging Project for Lung Cancer.pdf,,
out/batch_processed/Standardizing education in interventional pulmonol.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2020.03.104,,Aslam et al. - 2020 - Standardizing education in interventional pulmonology in the midst of technological change.pdf,,
out/batch_processed/State of the Art IP.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2019.10.013,,Wahidi et al. - 2020 - State of the Art.pdf,,
out/batch_processed/State-of-the-Art Modalities for Peripheral Lung Nodule Biopsy.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2017.11.007,,Kalanjeri et al. - 2018 - State-of-the-Art Modalities for Peripheral Lung Nodule Biopsy.pdf,,
out/batch_processed/Steinfort-2021-Bronchoscopic Thermal Vapour Ab.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000514109,,Steinfort et al. - 2021 - Bronchoscopic Thermal Vapour Ablation for Localized Cancer Lesions of the Lung A Clinical Feasibili.pdf,,
