file,status,changes
out/batch_processed/Managing Massive Hemoptysis.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-01"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kevin Davidson"", ""Samira Shojaee""], ""new"": [""Kevin Davidson"", ""Samira Shojaee""]}}"
out/batch_processed/Mechanical properties of different airway sten.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-04"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Rabin Medical Center"", ""Petach Tikva""], ""new"": [""Rabin Medical Center"", ""Petach Tikva""]}}"
out/batch_processed/Mesothelioma proposal for revision of T.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-03-21"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Cancer Research"", ""Biostatistics""], ""new"": [""Cancer Research"", ""Biostatistics""]}}"
out/batch_processed/Metallic Endobronchial Stents A Contemporary R.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-06"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Drug Administration""], ""new"": [""Drug Administration""]}}"
out/batch_processed/Moderate sedation changes for bronchoscopy in 2017.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-10"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Medicaid Services""], ""new"": [""Medicaid Services""]}}"
out/batch_processed/Multi-disciplinary management of patients with.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-10"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Abhinav Agrawal"", ""Brandon J. Baird"", ""Maria Lucia"", ""Elizabeth A. Blair"", ""Septimiu Murgu""], ""new"": [""Abhinav Agrawal"", ""Brandon J. Baird"", ""Maria Lucia"", ""Elizabeth A. Blair"", ""Septimiu Murgu""]}}"
out/batch_processed/Multidetector CT evaluation of tracheobronchom.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2009-03"", ""new"": 2009}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Diana Litmanovich"", ""Phillip M. Boiselle""], ""new"": [""Diana Litmanovich"", ""Phillip M. Boiselle""]}}"
out/batch_processed/Multidisciplinarymanagementofadultpatientswith chylothorax.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-09-26"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Abhinav Agrawal"", ""Udit Chaddha"", ""Samira Shojaee"", ""Gregory Nadolski"", ""Moishe Liberman"", ""Gary Lee"", ""Najib Rahman"", ""Janani S. Reisenauer"", ""Mark K. Ferguson"", ""Malcolm M. De"", ""Erin A. Gillaspie"", ""Eihab O. Bedawi"", ""Brian Currie"", ""David J. Feller"", ""Ajinkya Desai"", ""Kazuhiro Yasufuku"", ""Vivian Bishay"", ""Yaron Gesthalter"", ""Horiana Grosu"", ""Jeffrey Forris"", ""Beecham Chick"", ""Robert Lentz"", ""Pallav Kolli"", ""Andrew Kaufman"", ""Ravindra M. Mehta"", ""Kush Desai"", ""Heather Davis"", ""Uzair K. Ghori"", ""Fabien Maldonado""], ""new"": [""Abhinav Agrawal"", ""Udit Chaddha"", ""Samira Shojaee"", ""Gregory Nadolski"", ""Moishe Liberman"", ""Gary Lee"", ""Najib Rahman"", ""Janani S. Reisenauer"", ""Mark K. Ferguson"", ""Malcolm M. De"", ""Erin A. Gillaspie"", ""Eihab O. Bedawi"", ""Brian Currie"", ""David J. Feller"", ""Ajinkya Desai"", ""Kazuhiro Yasufuku"", ""Vivian Bishay"", ""Yaron Gesthalter"", ""Horiana Grosu"", ""Jeffrey Forris"", ""Beecham Chick"", ""Robert Lentz"", ""Pallav Kolli"", ""Andrew Kaufman"", ""Ravindra M. Mehta"", ""Kush Desai"", ""Heather Davis"", ""Uzair K. Ghori"", ""Fabien Maldonado""]}}"
out/batch_processed/Multi‐institutional retrospective analysis of.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-06-14"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Medicine"", ""Thoracic Surgery"", ""Quebec City"", ""Critical Care Medicine"", ""New York Langone Health"", ""New York""], ""new"": [""Pulmonary Medicine"", ""Thoracic Surgery"", ""Quebec City"", ""Critical Care Medicine"", ""New York Langone Health"", ""New York""]}}"
out/batch_processed/Murgu Saftey of TIVA in rigid.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-12-18"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Septimiu Murgu"", ""Balaji Laxmanan"", ""Sean Stoy"", ""Katarine Egressy"", ""Udit Chaddha"", ""Farhan Farooqui"", ""Ryan Brunner"", ""Kyle Hogarth"", ""Mark Chaney""], ""new"": [""Septimiu Murgu"", ""Balaji Laxmanan"", ""Sean Stoy"", ""Katarine Egressy"", ""Udit Chaddha"", ""Farhan Farooqui"", ""Ryan Brunner"", ""Kyle Hogarth"", ""Mark Chaney""]}}"
out/batch_processed/NAVIGATE 24-Month Results.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-12-29"", ""new"": 2021}, ""authors"": {""action"": ""from_sections"", ""new"": [""NAVIGATE 24-Month Results: Electromagnetic Navigation Bronchoscopy for Pulmonary Lesions at 37 Centers in Europe"", ""the United States""]}}"
out/batch_processed/NEJM tracheostomy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-11-12"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Thoracic Surgery"", ""Massachusetts General"", ""Harvard Medical"", ""Fruit St""], ""new"": [""Thoracic Surgery"", ""Massachusetts General"", ""Harvard Medical"", ""Fruit St""]}}"
out/batch_processed/Nd-YAG laser vs bronchoscopic electrocautery.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""The Nd""], ""new"": [""The Nd""]}}"
out/batch_processed/NdYAG laser bronchoscopy A five year experienc.json,dry-run,"{""authors"": {""action"": ""from_sections"", ""new"": [""A Five-Year Experience with 1"", ""396 Applications in 1"", ""000 Patients""]}}"
out/batch_processed/Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-07-01"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Service"", ""Interventional Pulmonology"", ""Memorial Sloan Kettering Cancer Center""], ""new"": [""Pulmonary Service"", ""Interventional Pulmonology"", ""Memorial Sloan Kettering Cancer Center""]}}"
out/batch_processed/Occupational adverse effects and protective factors in bronchoscopy .json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-04"", ""new"": 2019}, ""authors"": {""action"": ""from_sections"", ""new"": [""Kai Chen"", ""Chong Bai""]}}"
out/batch_processed/Operating Room Fires.json,dry-run,"{""title"": {""action"": ""fallback:filename"", ""new"": ""Operating Room Fires""}, ""year"": {""action"": ""normalize:iso"", ""old"": ""2024-07-17"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Silver Spring"", ""Plymouth Meeting"", ""American Gastrointestinal"", ""Los Angeles""], ""new"": [""Silver Spring"", ""Plymouth Meeting"", ""American Gastrointestinal"", ""Los Angeles""]}, ""abstract"": {""action"": ""from_structure"", ""new"": ""Operating room fires are rare but devastating events. Guidelines are available for the prevention and management of surg…""}}"
out/batch_processed/Optimal Endobronchial Ultrasound Strain Elastography Assessment.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-12-14"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""The Netherlands""], ""new"": [""The Netherlands""]}}"
out/batch_processed/Ost-2014-Quality-adjusted survival following t.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-01-30"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Eastern Cooperative"", ""Oncology Group""], ""new"": [""Eastern Cooperative"", ""Oncology Group""]}}"
out/batch_processed/Ost-2018-Quality Gaps and Comparative Effectiv.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-02"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""David E. Ost"", ""Jiangong Niu"", ""Hui Zhao"", ""Horiana B. Grosu"", ""Sharon H. Giordano""], ""new"": [""David E. Ost"", ""Jiangong Niu"", ""Hui Zhao"", ""Horiana B. Grosu"", ""Sharon H. Giordano""]}}"
out/batch_processed/Palliative Care and Interventional Pulmonology.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-03"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Muhammad Sajawal Ali"", ""Lubna Sorathia""], ""new"": [""Muhammad Sajawal Ali"", ""Lubna Sorathia""]}}"
out/batch_processed/Percutaneous Dilational Tracheostomy 2018.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-03"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Andrew D. Lerner"", ""Lonny Yarmus""], ""new"": [""Andrew D. Lerner"", ""Lonny Yarmus""]}}"
out/batch_processed/Percutaneous dilational tracheostomy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-09"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Clin Chest"", ""Elsevier Inc""], ""new"": [""Clin Chest"", ""Elsevier Inc""]}}"
out/batch_processed/Percutaneous endoscopic gastrostomy. Indicatio.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-02-05"", ""new"": 2019}, ""authors"": {""action"": ""from_sections"", ""new"": [""Gastrostomía endoscópica percutánea. Indicaciones"", ""cuidados y complicaciones""]}}"
out/batch_processed/Percutaneous radiologic gastrostomy versus per.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2005-10"", ""new"": 2005}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""European Journal""], ""new"": [""European Journal""]}}"
"out/batch_processed/Performance, long-term management, and coding for percutaneous dilational tracheostomy.json",dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-03"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Since Ciaglia""], ""new"": [""Since Ciaglia""]}}"
out/batch_processed/Physiologic Evaluation of the Patient With Lung Cancer.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-05"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Guidelines Oversight"", ""Chest Physicians"", ""European Respiratory"", ""European Society"", ""Thoracic Surgeons""], ""new"": [""Guidelines Oversight"", ""Chest Physicians"", ""European Respiratory"", ""European Society"", ""Thoracic Surgeons""]}}"
out/batch_processed/Pison-2021-Safety of denervation following tar.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-02-19"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Christophe Pison"", ""Pallav L. Shah"", ""Jan Slebos"", ""Vincent Ninane"", ""Wim Janssens"", ""Thierry Perez"", ""Romain Kessler"", ""Gaetan Deslee"", ""Justin L. Garner"", ""Jorine E. Hartman"", ""Bruno Degano"", ""Anna Mayr"", ""Martin Mayse"", ""Alexander D. Peterson"", ""Arschang Valipour""], ""new"": [""Christophe Pison"", ""Pallav L. Shah"", ""Jan Slebos"", ""Vincent Ninane"", ""Wim Janssens"", ""Thierry Perez"", ""Romain Kessler"", ""Gaetan Deslee"", ""Justin L. Garner"", ""Jorine E. Hartman"", ""Bruno Degano"", ""Anna Mayr"", ""Martin Mayse"", ""Alexander D. Peterson"", ""Arschang Valipour""]}}"
out/batch_processed/Pleural Cryobiopsy A Systematic Review and Met.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-01"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Jaskaran Sethi"", ""Muhammad S. Ali"", ""Uzair K. Ghori"", ""Tajalli Saghaie"", ""Erik Folch""], ""new"": [""Jaskaran Sethi"", ""Muhammad S. Ali"", ""Uzair K. Ghori"", ""Tajalli Saghaie"", ""Erik Folch""]}}"
out/batch_processed/Pleural Interventions in the Management of Hep.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2022-01"", ""new"": 2022}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Christopher R. Gilbert"", ""Samira Shojaee"", ""Fabien Maldonado"", ""Lonny B. Yarmus"", ""Eihab Bedawi"", ""Najib M. Rahman"", ""Jason A. Akulian"", ""Jed A. Gorden""], ""new"": [""Christopher R. Gilbert"", ""Samira Shojaee"", ""Fabien Maldonado"", ""Lonny B. Yarmus"", ""Eihab Bedawi"", ""Najib M. Rahman"", ""Jason A. Akulian"", ""Jed A. Gorden""]}}"
out/batch_processed/Pleural controversy  Closed needle pleural bio.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2011-06-28"", ""new"": 2011}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Medical Physiology"", ""Biomedical Sciences"", ""Cape Town"", ""South Africa""], ""new"": [""Medical Physiology"", ""Biomedical Sciences"", ""Cape Town"", ""South Africa""]}}"
out/batch_processed/Potentially fatal arrhythmia complicating endobronchial epinephrine.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""American Thoracic Society"", ""Iatrogenic Bleeding""], ""new"": [""American Thoracic Society"", ""Iatrogenic Bleeding""]}}"
out/batch_processed/Preoperative endobronchial photodynamic therap.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-04-03"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Andrey Akopov PhD"", ""Anatoly Rusanov"", ""Andrey Gerasin"", ""Nikita Kazakov"", ""Margarita Urtenova"", ""Ivan Chistyakov""], ""new"": [""Andrey Akopov PhD"", ""Anatoly Rusanov"", ""Andrey Gerasin"", ""Nikita Kazakov"", ""Margarita Urtenova"", ""Ivan Chistyakov""]}}"
out/batch_processed/Proposals for revision of the M discriptor.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-02-04"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Lung Cancer"", ""Kwun M. Fong"", ""Adam Rosenthal"", ""Dorothy J. Giroux"", ""Katherine K. Nishimura"", ""Jeremy Erasmus"", ""Yolande Lievens"", ""Mirella Marino"", ""Edith M. Marom"", ""Paul Martin Putora"", ""Navneet Singh"", ""Frank Detterbeck"", ""Hisao Asamura"", ""Lung Cancer Staging"", ""Prognostic Factors Committee"", ""Advisory Boards""], ""new"": [""Lung Cancer"", ""Kwun M. Fong"", ""Adam Rosenthal"", ""Dorothy J. Giroux"", ""Katherine K. Nishimura"", ""Jeremy Erasmus"", ""Yolande Lievens"", ""Mirella Marino"", ""Edith M. Marom"", ""Paul Martin Putora"", ""Navneet Singh"", ""Frank Detterbeck"", ""Hisao Asamura"", ""Lung Cancer Staging"", ""Prognostic Factors Committee"", ""Advisory Boards""]}}"
out/batch_processed/Proposals for revisoin of residual tumor after resection.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-04-01"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Lung Cancer"", ""Frank C. Detterbeck"", ""Marcin Ostrowski"", ""Hans Hoffmann"", ""Ray U. Osarogiagbon"", ""Jessica Donnington"", ""Maurizio Infante"", ""Mirella Marino"", ""Edith M. Marom"", ""Jun Nakajima"", ""Andrew G. Nicholson"", ""William D. Travis"", ""Ming S. Tsao"", ""John G. Edwards"", ""Hisao Asamura"", ""Prognostic Factors Committee""], ""new"": [""Lung Cancer"", ""Frank C. Detterbeck"", ""Marcin Ostrowski"", ""Hans Hoffmann"", ""Ray U. Osarogiagbon"", ""Jessica Donnington"", ""Maurizio Infante"", ""Mirella Marino"", ""Edith M. Marom"", ""Jun Nakajima"", ""Andrew G. Nicholson"", ""William D. Travis"", ""Ming S. Tsao"", ""John G. Edwards"", ""Hisao Asamura"", ""Prognostic Factors Committee""]}}"
out/batch_processed/Prospective study to determine the volume of p.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2010-01"", ""new"": 2010}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Jennifer Swiderek"", ""Samer Morcos"", ""Vijayalakshmi Donthireddy"", ""Rajesh Surapaneni"", ""Lonni Schultz"", ""Sudha Kini"", ""Paul Kvale""], ""new"": [""Jennifer Swiderek"", ""Samer Morcos"", ""Vijayalakshmi Donthireddy"", ""Rajesh Surapaneni"", ""Lonni Schultz"", ""Sudha Kini"", ""Paul Kvale""]}}"
out/batch_processed/RCT  of Three Guided Bronchoscopic Approaches Pulmonary NodulesPRECISION-1 Study.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-03"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Lonny Yarmus"", ""Jason Akulian"", ""Momen Wahidi"", ""Alex Chen"", ""Jennifer P. Steltz"", ""Sam L. Solomon"", ""Diana Yu"", ""Fabien Maldonado"", ""Daniela Molena"", ""Hans Lee"", ""Anil Vachani""], ""new"": [""Lonny Yarmus"", ""Jason Akulian"", ""Momen Wahidi"", ""Alex Chen"", ""Jennifer P. Steltz"", ""Sam L. Solomon"", ""Diana Yu"", ""Fabien Maldonado"", ""Daniela Molena"", ""Hans Lee"", ""Anil Vachani""]}}"
out/batch_processed/RCT of EBUS with and without aspiration.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-09"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Roberto F. Casal"", ""Gregg A. Staerkel"", ""David Ost"", ""Francisco A. Almeida"", ""Mateen H. Uzbeck"", ""George A. Eapen"", ""Carlos A. Jimenez"", ""Graciela M. Nogueras"", ""Mona Sarkiss"", ""Rodolfo C. Morice""], ""new"": [""Roberto F. Casal"", ""Gregg A. Staerkel"", ""David Ost"", ""Francisco A. Almeida"", ""Mateen H. Uzbeck"", ""George A. Eapen"", ""Carlos A. Jimenez"", ""Graciela M. Nogueras"", ""Mona Sarkiss"", ""Rodolfo C. Morice""]}}"
out/batch_processed/ROSE during EBUS  for diagnosing lung cancer a randomized study.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-04-03"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Masahide Oki"", ""Hideo Saka"", ""Chiyoe Kitagawa"", ""Yoshihito Kogure"", ""Naohiko Murata"", ""Takashi Adachi"", ""Masahiko Ando""], ""new"": [""Masahide Oki"", ""Hideo Saka"", ""Chiyoe Kitagawa"", ""Yoshihito Kogure"", ""Naohiko Murata"", ""Takashi Adachi"", ""Masahiko Ando""]}}"
out/batch_processed/ROSE during EBUS for nodal staging in patients with lung cancer.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-05"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Takahiro Nakajima"", ""Kazuhiro Yasufuku"", ""Fumie Saegusa"", ""Taiki Fujiwara"", ""Yuichi Sakairi"", ""Kenzo Hiroshima"", ""Yukio Nakatani"", ""Ichiro Yoshino""], ""new"": [""Takahiro Nakajima"", ""Kazuhiro Yasufuku"", ""Fumie Saegusa"", ""Taiki Fujiwara"", ""Yuichi Sakairi"", ""Kenzo Hiroshima"", ""Yukio Nakatani"", ""Ichiro Yoshino""]}}"
"out/batch_processed/Radiation Principles, Protection, and Reporting.json",dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-12-20"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Inge N. Wijma"", ""Roberto F. Casal"", ""George Z. Cheng"", ""Paul F. Einsiedel"", ""Alberto Fantin"", ""David J. Hall"", ""Michael A. Pritchett"", ""Pallav L. Shah"", ""Daniel P. Steinfort"", ""Rocco Trisolini""], ""new"": [""Inge N. Wijma"", ""Roberto F. Casal"", ""George Z. Cheng"", ""Paul F. Einsiedel"", ""Alberto Fantin"", ""David J. Hall"", ""Michael A. Pritchett"", ""Pallav L. Shah"", ""Daniel P. Steinfort"", ""Rocco Trisolini""]}}"
out/batch_processed/Rahman-2015-Effect of Opioids vs NSAIDs and La.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-12-22"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Najib M. Rahman"", ""Justin Pepperell"", ""Sunita Rehal"", ""Tarek Saba"", ""Augustine Tang"", ""Nabeel Ali"", ""Alex West"", ""Gihan Hettiarachchi"", ""Dipak Mukherjee"", ""Johnson Samuel"", ""Andrew Bentley"", ""Lee Dowson"", ""Jonathan Miles"", ""Frank Ryan"", ""Ken Y. Yoneda"", ""Anoop Chauhan"", ""John P. Corcoran"", ""Ioannis Psallidas"", ""John M. Wrightson"", ""Rob Hallifax"", ""Helen E. Davies"", ""Gary Lee"", ""Melissa Dobson"", ""Emma L. Hedley"", ""Douglas Seaton"", ""Nicky Russell"", ""Margaret Chapman"", ""Rachel A. Shaw"", ""Nick A. Maskell"", ""Andrew J. Nunn"", ""Robert F. Miller""], ""new"": [""Najib M. Rahman"", ""Justin Pepperell"", ""Sunita Rehal"", ""Tarek Saba"", ""Augustine Tang"", ""Nabeel Ali"", ""Alex West"", ""Gihan Hettiarachchi"", ""Dipak Mukherjee"", ""Johnson Samuel"", ""Andrew Bentley"", ""Lee Dowson"", ""Jonathan Miles"", ""Frank Ryan"", ""Ken Y. Yoneda"", ""Anoop Chauhan"", ""John P. Corcoran"", ""Ioannis Psallidas"", ""John M. Wrightson"", ""Rob Hallifax"", ""Helen E. Davies"", ""Gary Lee"", ""Melissa Dobson"", ""Emma L. Hedley"", ""Douglas Seaton"", ""Nicky Russell"", ""Margaret Chapman"", ""Rachel A. Shaw"", ""Nick A. Maskell"", ""Andrew J. Nunn"", ""Robert F. Miller""]}}"
out/batch_processed/Rahnemai-Azar-2014-Percutaneous endoscopic gas.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-06-28"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Help Desk"", ""World J Gastroenterol"", ""Baishideng Publishing"", ""Group Inc""], ""new"": [""Help Desk"", ""World J Gastroenterol"", ""Baishideng Publishing"", ""Group Inc""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.3748/wjg.v20.i24.7739""}}"
out/batch_processed/Randomized Trial of Pleural Fluid Drainage Fre.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-04-15"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Momen M. Wahidi"", ""Chakravarthy Reddy"", ""Lonny Yarmus"", ""David Feller"", ""Ali Musani"", ""Wesley Shepherd"", ""Hans Lee"", ""Rabih Bechara"", ""Carla Lamb"", ""Scott Shofer"", ""Kamran Mahmood"", ""Gaetane Michaud"", ""Jonathan Puchalski"", ""Samaan Rafeq"", ""Stephen M. Cattaneo"", ""John Mullon"", ""Steven Leh"", ""Martin Mayse"", ""Samantha M. Thomas"", ""Bercedis Peterson"", ""Richard W. Light""], ""new"": [""Momen M. Wahidi"", ""Chakravarthy Reddy"", ""Lonny Yarmus"", ""David Feller"", ""Ali Musani"", ""Wesley Shepherd"", ""Hans Lee"", ""Rabih Bechara"", ""Carla Lamb"", ""Scott Shofer"", ""Kamran Mahmood"", ""Gaetane Michaud"", ""Jonathan Puchalski"", ""Samaan Rafeq"", ""Stephen M. Cattaneo"", ""John Mullon"", ""Steven Leh"", ""Martin Mayse"", ""Samantha M. Thomas"", ""Bercedis Peterson"", ""Richard W. Light""]}}"
out/batch_processed/Rashid-2017-Percutaneous tracheostomy_ a compr.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-09"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Interventional Pulmonology"", ""Pulmonary Allergy"", ""Sleep Medicine""], ""new"": [""Interventional Pulmonology"", ""Pulmonary Allergy"", ""Sleep Medicine""]}}"
out/batch_processed/Reevaluating the Role of Bronchoscopy Prior to Bronchial Artery Embolization.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-03"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Takashi Nishihara"", ""Hideo Ishikawa"", ""Kazunari Tsuyuguchi"", ""Shoichi Fukuda"", ""Hiromitsu Sumikawa""], ""new"": [""Takashi Nishihara"", ""Hideo Ishikawa"", ""Kazunari Tsuyuguchi"", ""Shoichi Fukuda"", ""Hiromitsu Sumikawa""]}}"
out/batch_processed/Reichle-2000-[Argon plasma coagulation in bron.json,dry-run,"{""title"": {""action"": ""fallback:filename"", ""new"": ""Reichle 2000 [Argon Plasma Coagulation In Bron""}, ""year"": {""action"": ""fallback:filename"", ""old"": null, ""new"": 2000}}"
out/batch_processed/Relapsing polychondriti.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-01-20"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Louis Grandie"", ""Hugues Vicaire"", ""Gabriel Pop"", ""Morgane Didier"", ""Olivia Freynet"", ""Marina Alexandre"", ""Dominique Clero"", ""Alexis Mathian"", ""Emmanuel Martinod"", ""Yves Brillet"", ""Thomas Gille""], ""new"": [""Louis Grandie"", ""Hugues Vicaire"", ""Gabriel Pop"", ""Morgane Didier"", ""Olivia Freynet"", ""Marina Alexandre"", ""Dominique Clero"", ""Alexis Mathian"", ""Emmanuel Martinod"", ""Yves Brillet"", ""Thomas Gille""]}}"
out/batch_processed/Respiratory infections increase the r.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-06"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Univariate Cox"", ""Insightful Corporation""], ""new"": [""Univariate Cox"", ""Insightful Corporation""]}}"
out/batch_processed/Results of long-term follow-up of photodynamic.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2009-08"", ""new"": 2009}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Institutional Review""], ""new"": [""Institutional Review""]}}"
out/batch_processed/Richter-Schrag-2011-Risk factors and complicat.json,dry-run,"{""year"": {""action"": ""fallback:filename"", ""old"": null, ""new"": 2011}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sabine Richter MD"", ""Olaf Ruthmann MD"", ""Manfred Olschewski MD"", ""Ulrich Theodor"", ""Andreas Fischer MD""], ""new"": [""Sabine Richter MD"", ""Olaf Ruthmann MD"", ""Manfred Olschewski MD"", ""Ulrich Theodor"", ""Andreas Fischer MD""]}}"
out/batch_processed/Rigid Bronchoscopy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-12"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Rolando Peralta"", ""Labib Debiane"", ""Michael J. Simoff""], ""new"": [""Rolando Peralta"", ""Labib Debiane"", ""Michael J. Simoff""]}}"
out/batch_processed/Rigid bronchoscopy and silicone st.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Gustav Killian"", ""Chevalier Jackson""], ""new"": [""Gustav Killian"", ""Chevalier Jackson""]}}"
