file,status,changes
out/hardened/Li-2019-The REACH Trial_ A Randomized Controll.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-12-14"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Shiyue Li"", ""Guangfa Wang"", ""Changhui Wang"", ""Xinglin Gao"", ""Faguang Jin"", ""Huaping Yang"", ""Baohui Han"", ""Rui Zhou"", ""Chengshui Chen"", ""Liangan Chen"", ""Chunxue Bai"", ""Huahao Shen"", ""Felix J.F. Herth"", ""Nanshan Zhong""], ""new"": [""Shiyue Li"", ""Guangfa Wang"", ""Changhui Wang"", ""Xinglin Gao"", ""Faguang Jin"", ""Huaping Yang"", ""Baohui Han"", ""Rui Zhou"", ""Chengshui Chen"", ""Liangan Chen"", ""Chunxue Bai"", ""Huahao Shen"", ""Felix J.F. Herth"", ""Nanshan Zhong""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respiration""}}"
out/hardened/Lipp-2013-Systemic antimicrobial prophylaxis f.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-11-14"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Allyson Lipp"", ""Gail Lusardi""], ""new"": [""Allyson Lipp"", ""Gail Lusardi""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Cochrane Database of Systematic Reviews""}}"
out/hardened/Ljungdahl-2006-Complication rate lower after p.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2006-07-24"", ""new"": 2006}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""M. Ljungdahl"", ""M. Sundbom""], ""new"": [""M. Ljungdahl"", ""M. Sundbom""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Surgical Endoscopy""}}"
out/hardened/Local anaesthetic thoracoscopy .json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-07-04"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""De Fonseka""], ""new"": [""De Fonseka""]}}"
out/hardened/Local determinants of response to endobronchia.json,changed,"{""year"": {""action"": ""from_year_norm"", ""old"": null, ""new"": 1997}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Linda Ofiara"", ""Ted Roman"", ""Kevin Schwartzman"", ""Robert D. Levy""], ""new"": [""Linda Ofiara"", ""Ted Roman"", ""Kevin Schwartzman"", ""Robert D. Levy""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Lung nodule during COVID.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-07"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Peter J. Mazzone"", ""Michael K. Gould"", ""Douglas A. Arenberg"", ""Alexander C. Chen"", ""Humberto K. Choi"", ""Frank C. Detterbeck"", ""Farhood Farjah"", ""Kwun M. Fong"", ""Jonathan M. Iaccarino"", ""Samuel M. Janes"", ""Jeffrey P. Kanne"", ""Ella A. Kazerooni"", ""Heber MacMahon"", ""David P. Naidich"", ""Charles A. Powell"", ""Suhail Raoof"", ""M. Patricia Rivera"", ""Nichole T. Tanner"", ""Lynn K. Tanoue"", ""Alain Tremblay"", ""Anil Vachani"", ""Charles S. White"", ""Renda Soylemez Wiener"", ""Gerard A. Silvestri""], ""new"": [""Peter J. Mazzone"", ""Michael K. Gould"", ""Douglas A. Arenberg"", ""Alexander C. Chen"", ""Humberto K. Choi"", ""Frank C. Detterbeck"", ""Farhood Farjah"", ""Kwun M. Fong"", ""Jonathan M. Iaccarino"", ""Samuel M. Janes"", ""Jeffrey P. Kanne"", ""Ella A. Kazerooni"", ""Heber MacMahon"", ""David P. Naidich"", ""Charles A. Powell"", ""Suhail Raoof"", ""M. Patricia Rivera"", ""Nichole T. Tanner"", ""Lynn K. Tanoue"", ""Alain Tremblay"", ""Anil Vachani"", ""Charles S. White"", ""Renda Soylemez Wiener"", ""Gerard A. Silvestri""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/LungRADSAssessmentCategoriesv1-1.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-03"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Jared Christensen"", ""Ashley Elizabeth Prosper"", ""Carol C. Wu"", ""Jonathan Chung"", ""Elizabeth Lee"", ""Brett Elicker"", ""Andetta R. Hunsaker"", ""Milena Petranovic"", ""Kim L. Sandler"", ""Brendon Stiles"", ""Peter Mazzone"", ""David Yankelevitz"", ""Denise Aberle"", ""Caroline Chiles"", ""Ella Kazerooni""], ""new"": [""Jared Christensen"", ""Ashley Elizabeth Prosper"", ""Carol C. Wu"", ""Jonathan Chung"", ""Elizabeth Lee"", ""Brett Elicker"", ""Andetta R. Hunsaker"", ""Milena Petranovic"", ""Kim L. Sandler"", ""Brendon Stiles"", ""Peter Mazzone"", ""David Yankelevitz"", ""Denise Aberle"", ""Caroline Chiles"", ""Ella Kazerooni""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of the American College of Radiology""}, ""abstract"": {""action"": ""from_structure"", ""new"": ""The ACR created the Lung CT Screening Reporting and Data System (Lung-RADS) in 2014 to standardize the reporting and man…""}}"
out/hardened/Machine learing TPA.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-02"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Danai Khemasuwan"", ""Candice Wilshire"", ""Chakravarthy Reddy"", ""Christopher Gilbert"", ""Jed Gorden"", ""Akshu Balwan"", ""Trinidad M. Sanchez"", ""Billie Bixby"", ""Jeffrey S. Sorensen"", ""Samira Shojaee""], ""new"": [""Danai Khemasuwan"", ""Candice Wilshire"", ""Chakravarthy Reddy"", ""Christopher Gilbert"", ""Jed Gorden"", ""Akshu Balwan"", ""Trinidad M. Sanchez"", ""Billie Bixby"", ""Jeffrey S. Sorensen"", ""Samira Shojaee""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Annals of the American Thoracic Society""}}"
out/hardened/Majid-2020-Efficacy of the Spiration Valve Sys.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-11-22"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Adnan Majid"", ""Gonzalo Labarca"", ""Juan Pablo Uribe"", ""Fayez Kheir"", ""Cecilia Pacheco"", ""Erik Folch"", ""Michael A. Jantz"", ""Hiren J. Mehta"", ""Neal M. Patel"", ""Felix J.F. Herth"", ""Sebastian Fernandez-Bussy""], ""new"": [""Adnan Majid"", ""Gonzalo Labarca"", ""Juan Pablo Uribe"", ""Fayez Kheir"", ""Cecilia Pacheco"", ""Erik Folch"", ""Michael A. Jantz"", ""Hiren J. Mehta"", ""Neal M. Patel"", ""Felix J.F. Herth"", ""Sebastian Fernandez-Bussy""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respiration""}}"
out/hardened/Management of Benign Pleural Effusions Using I.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-03"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Monali Patil"", ""Samjot Singh Dhillon"", ""Kristopher Attwood"", ""Marwan Saoud"", ""Abdul Hamid Alraiyes"", ""Kassem Harris""], ""new"": [""Monali Patil"", ""Samjot Singh Dhillon"", ""Kristopher Attwood"", ""Marwan Saoud"", ""Abdul Hamid Alraiyes"", ""Kassem Harris""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""CHEST""}}"
out/hardened/Management of Malignant Pleural Effusions.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-10-01"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""David J. Feller-Kopman"", ""Chakravarthy B. Reddy"", ""Malcolm M. DeCamp"", ""Rebecca L. Diekemper"", ""Michael K. Gould"", ""Travis Henry"", ""Narayan P. Iyer"", ""Y. C. Gary Lee"", ""Sandra Z. Lewis"", ""Nick A. Maskell"", ""Najib M. Rahman"", ""Daniel H. Sterman"", ""Momen M. Wahidi"", ""Alex A. Balekian""], ""new"": [""David J. Feller-Kopman"", ""Chakravarthy B. Reddy"", ""Malcolm M. DeCamp"", ""Rebecca L. Diekemper"", ""Michael K. Gould"", ""Travis Henry"", ""Narayan P. Iyer"", ""Y. C. Gary Lee"", ""Sandra Z. Lewis"", ""Nick A. Maskell"", ""Najib M. Rahman"", ""Daniel H. Sterman"", ""Momen M. Wahidi"", ""Alex A. Balekian""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""American Journal of Respiratory and Critical Care Medicine""}}"
out/hardened/Management of life-threatening hemoptysis in the ICU.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-08"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ananth V. Charya"", ""Van K. Holden"", ""Edward M. Pickering""], ""new"": [""Ananth V. Charya"", ""Van K. Holden"", ""Edward M. Pickering""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Thoracic Disease""}}"
out/hardened/Management of significant airway bleeding during robotic assisted bronchoscopy a tailored approach.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-03-26"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sebastian Fernandez-Bussy"", ""David Abia-Trujillo"", ""Adnan Majid"", ""Erik E. Folch"", ""Neal M. Patel"", ""Felix J.F. Herth"", ""Janani S. Reisenauer""], ""new"": [""Sebastian Fernandez-Bussy"", ""David Abia-Trujillo"", ""Adnan Majid"", ""Erik E. Folch"", ""Neal M. Patel"", ""Felix J.F. Herth"", ""Janani S. Reisenauer""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respiration""}}"
out/hardened/Managing Massive Hemoptysis.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-01"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kevin Davidson"", ""Samira Shojaee""], ""new"": [""Kevin Davidson"", ""Samira Shojaee""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Mechanical properties of different airway sten.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2015-04"", ""new"": 2015}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Anat Ratnovsky"", ""Noa Regev"", ""Shaily Wald"", ""Mordechai Kramer"", ""Sara Naftali""], ""new"": [""Anat Ratnovsky"", ""Noa Regev"", ""Shaily Wald"", ""Mordechai Kramer"", ""Sara Naftali""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Medical Engineering & Physics""}}"
out/hardened/Mesothelioma proposal for revision of T.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-03-21"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ritu R. Gill"", ""Anna K. Nowak"", ""Dorothy J. Giroux"", ""Megan Eisele"", ""Adam Rosenthal"", ""Hedy Kindler"", ""Andrea Wolf"", ""Robert T. Ripley"", ""Andre Billé"", ""David Rice"", ""Isabelle Opitz"", ""Andreas Rimner"", ""Marc De Perrot"", ""Harvey I. Pass"", ""Valerie W. Rusch""], ""new"": [""Ritu R. Gill"", ""Anna K. Nowak"", ""Dorothy J. Giroux"", ""Megan Eisele"", ""Adam Rosenthal"", ""Hedy Kindler"", ""Andrea Wolf"", ""Robert T. Ripley"", ""Andre Billé"", ""David Rice"", ""Isabelle Opitz"", ""Andreas Rimner"", ""Marc De Perrot"", ""Harvey I. Pass"", ""Valerie W. Rusch""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Thoracic Oncology""}}"
out/hardened/Metallic Endobronchial Stents A Contemporary R.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-06"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sameer K. Avasarala"", ""Lutz Freitag"", ""Atul C. Mehta""], ""new"": [""Sameer K. Avasarala"", ""Lutz Freitag"", ""Atul C. Mehta""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Moderate sedation changes for bronchoscopy in 2017.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-10"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Michael E. Nelson""], ""new"": [""Michael E. Nelson""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Multi-disciplinary management of patients with.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-10"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Abhinav Agrawal"", ""Brandon J. Baird"", ""Maria Lucia L. Madariaga"", ""Elizabeth A. Blair"", ""Septimiu Murgu""], ""new"": [""Abhinav Agrawal"", ""Brandon J. Baird"", ""Maria Lucia L. Madariaga"", ""Elizabeth A. Blair"", ""Septimiu Murgu""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respiratory Medicine""}}"
out/hardened/Multidetector CT evaluation of tracheobronchom.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2009-03"", ""new"": 2009}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Edward Y. Lee"", ""Diana Litmanovich"", ""Phillip M. Boiselle""], ""new"": [""Edward Y. Lee"", ""Diana Litmanovich"", ""Phillip M. Boiselle""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Radiologic Clinics of North America""}}"
out/hardened/Multidisciplinarymanagementofadultpatientswith chylothorax.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-09-26"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Abhinav Agrawal"", ""Udit Chaddha"", ""Samira Shojaee"", ""Gregory Nadolski"", ""Moishe Liberman"", ""Y.C. Gary Lee"", ""Najib Rahman"", ""Janani S. Reisenauer"", ""Mark K. Ferguson"", ""Malcolm M. DeCamp"", ""Erin A. Gillaspie"", ""Eihab O. Bedawi"", ""Brian Currie"", ""David J. Feller-Kopman"", ""Ajinkya Desai"", ""Kazuhiro Yasufuku"", ""Vivian Bishay"", ""Yaron Gesthalter"", ""Horiana Grosu"", ""Jeffrey Forris Beecham Chick"", ""Robert Lentz"", ""K. Pallav Kolli"", ""Andrew Kaufman"", ""Ravindra M. Mehta"", ""Kush Desai"", ""Heather Davis"", ""Uzair K. Ghori"", ""Fabien Maldonado""], ""new"": [""Abhinav Agrawal"", ""Udit Chaddha"", ""Samira Shojaee"", ""Gregory Nadolski"", ""Moishe Liberman"", ""Y.C. Gary Lee"", ""Najib Rahman"", ""Janani S. Reisenauer"", ""Mark K. Ferguson"", ""Malcolm M. DeCamp"", ""Erin A. Gillaspie"", ""Eihab O. Bedawi"", ""Brian Currie"", ""David J. Feller-Kopman"", ""Ajinkya Desai"", ""Kazuhiro Yasufuku"", ""Vivian Bishay"", ""Yaron Gesthalter"", ""Horiana Grosu"", ""Jeffrey Forris Beecham Chick"", ""Robert Lentz"", ""K. Pallav Kolli"", ""Andrew Kaufman"", ""Ravindra M. Mehta"", ""Kush Desai"", ""Heather Davis"", ""Uzair K. Ghori"", ""Fabien Maldonado""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""European Respiratory Journal""}}"
out/hardened/Multi‐institutional retrospective analysis of.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-06-14"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Pulmonary Medicine"", ""Thoracic Surgery"", ""Quebec City"", ""Critical Care Medicine"", ""New York Langone Health"", ""New York""], ""new"": [""Pulmonary Medicine"", ""Thoracic Surgery"", ""Quebec City"", ""Critical Care Medicine"", ""New York Langone Health"", ""New York""]}}"
out/hardened/Murgu Saftey of TIVA in rigid.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-12-18"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Septimiu Murgu"", ""Balaji Laxmanan"", ""Sean Stoy"", ""Katarine Egressy"", ""Udit Chaddha"", ""Farhan Farooqui"", ""Ryan Brunner"", ""Kyle Hogarth"", ""Mark Chaney""], ""new"": [""Septimiu Murgu"", ""Balaji Laxmanan"", ""Sean Stoy"", ""Katarine Egressy"", ""Udit Chaddha"", ""Farhan Farooqui"", ""Ryan Brunner"", ""Kyle Hogarth"", ""Mark Chaney""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respiration""}}"
out/hardened/NAVIGATE 24-Month Results.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-12-29"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Erik E. Folch"", ""Mark R. Bowling"", ""Michael A. Pritchett"", ""Septimiu D. Murgu"", ""Michael A. Nead"", ""Javier Flandes"", ""William S. Krimsky"", ""Amit K. Mahajan"", ""Gregory P. LeMense"", ""Boris A. Murillo"", ""Sandeep Bansal"", ""Kelvin Lau"", ""Thomas R. Gildea"", ""Merete Christensen"", ""Douglas A. Arenberg"", ""Jaspal Singh"", ""Krish Bhadra"", ""D. Kyle Hogarth"", ""Christopher W. Towe"", ""Bernd Lamprecht"", ""Michela Bezzi"", ""Jennifer S. Mattingley"", ""Kristin L. Hood"", ""Haiying Lin"", ""Jennifer J. Wolvers"", ""Sandeep J. Khandhar""], ""new"": [""Erik E. Folch"", ""Mark R. Bowling"", ""Michael A. Pritchett"", ""Septimiu D. Murgu"", ""Michael A. Nead"", ""Javier Flandes"", ""William S. Krimsky"", ""Amit K. Mahajan"", ""Gregory P. LeMense"", ""Boris A. Murillo"", ""Sandeep Bansal"", ""Kelvin Lau"", ""Thomas R. Gildea"", ""Merete Christensen"", ""Douglas A. Arenberg"", ""Jaspal Singh"", ""Krish Bhadra"", ""D. Kyle Hogarth"", ""Christopher W. Towe"", ""Bernd Lamprecht"", ""Michela Bezzi"", ""Jennifer S. Mattingley"", ""Kristin L. Hood"", ""Haiying Lin"", ""Jennifer J. Wolvers"", ""Sandeep J. Khandhar""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Thoracic Oncology""}}"
out/hardened/NEJM tracheostomy.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-11-12"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Daniel A. Hashimoto"", ""Andrea L. Axtell"", ""Hugh G. Auchincloss""], ""new"": [""Daniel A. Hashimoto"", ""Andrea L. Axtell"", ""Hugh G. Auchincloss""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""New England Journal of Medicine""}}"
out/hardened/Nd-YAG laser vs bronchoscopic electrocautery.json,changed,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ton Van Boxem"", ""Maike Muller"", ""Ben Venmans"", ""Pieter Postmus"", ""Tom Sutedja""], ""new"": [""Ton Van Boxem"", ""Maike Muller"", ""Ben Venmans"", ""Pieter Postmus"", ""Tom Sutedja""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/NdYAG laser bronchoscopy A five year experienc.json,changed,"{""year"": {""action"": ""from_year_norm"", ""old"": null, ""new"": 1988}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sergio Cavaliere"", ""Piero Foccoli"", ""Pier Luigi Farina""], ""new"": [""Sergio Cavaliere"", ""Piero Foccoli"", ""Pier Luigi Farina""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/NdYAG_laser_therapy_in_lung_cancer_1994.json,changed,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sergio Cavaliere"", ""Pierfranco Foccoli"", ""Carlo Toninelli"", ""Salvato Feijo""], ""new"": [""Sergio Cavaliere"", ""Pierfranco Foccoli"", ""Carlo Toninelli"", ""Salvato Feijo""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Bronchology""}}"
out/hardened/Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-07-01"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""A. Rolando Peralta"", ""Mohit Chawla"", ""Robert P. Lee""], ""new"": [""A. Rolando Peralta"", ""Mohit Chawla"", ""Robert P. Lee""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Bronchology & Interventional Pulmonology""}}"
out/hardened/Occupational adverse effects and protective factors in bronchoscopy .json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-04"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kai Chen"", ""Chong Bai""], ""new"": [""Kai Chen"", ""Chong Bai""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Journal of Thoracic Disease""}}"
out/hardened/Operating Room Fires.json,changed,"{""title"": {""action"": ""fallback:filename"", ""new"": ""Operating Room Fires""}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Silver Spring"", ""Plymouth Meeting"", ""American Gastrointestinal"", ""Los Angeles""], ""new"": [""Silver Spring"", ""Plymouth Meeting"", ""American Gastrointestinal"", ""Los Angeles""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Anesthesiology""}, ""abstract"": {""action"": ""from_structure"", ""new"": ""Operating room fires are rare but devastating events. Guidelines are available for the prevention and management of surg…""}}"
out/hardened/Optimal Endobronchial Ultrasound Strain Elastography Assessment.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-12-14"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Roel L.J. Verhoeven"", ""Chris L. de Korte"", ""Erik H.F.M. van der Heijden""], ""new"": [""Roel L.J. Verhoeven"", ""Chris L. de Korte"", ""Erik H.F.M. van der Heijden""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Respiration""}}"
out/hardened/Ost-2014-Quality-adjusted survival following t.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-01-30"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""David E. Ost"", ""Carlos A. Jimenez"", ""Xiudong Lei"", ""Scott B. Cantor"", ""Horiana B. Grosu"", ""Donald R. Lazarus"", ""Saadia A. Faiz"", ""Lara Bashoura"", ""Vickie R. Shannon"", ""Dave Balachandran"", ""Lailla Noor"", ""Yousra B. Hashmi"", ""Roberto F. Casal"", ""Rodolfo C. Morice"", ""George A. Eapen""], ""new"": [""David E. Ost"", ""Carlos A. Jimenez"", ""Xiudong Lei"", ""Scott B. Cantor"", ""Horiana B. Grosu"", ""Donald R. Lazarus"", ""Saadia A. Faiz"", ""Lara Bashoura"", ""Vickie R. Shannon"", ""Dave Balachandran"", ""Lailla Noor"", ""Yousra B. Hashmi"", ""Roberto F. Casal"", ""Rodolfo C. Morice"", ""George A. Eapen""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Ost-2018-Quality Gaps and Comparative Effectiv.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-02"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""David E. Ost"", ""Jiangong Niu"", ""Hui Zhao"", ""Horiana B. Grosu"", ""Sharon H. Giordano""], ""new"": [""David E. Ost"", ""Jiangong Niu"", ""Hui Zhao"", ""Horiana B. Grosu"", ""Sharon H. Giordano""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
out/hardened/Palliative Care and Interventional Pulmonology.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-03"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Muhammad Sajawal Ali"", ""Lubna Sorathia""], ""new"": [""Muhammad Sajawal Ali"", ""Lubna Sorathia""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Clinics in Chest Medicine""}}"
out/hardened/Percutaneous Dilational Tracheostomy 2018.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-03"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Andrew D. Lerner"", ""Lonny Yarmus""], ""new"": [""Andrew D. Lerner"", ""Lonny Yarmus""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Clinics in Chest Medicine""}}"
out/hardened/Percutaneous dilational tracheostomy.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-09"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Andrew D. Lerner"", ""Lonny Yarmus""], ""new"": [""Andrew D. Lerner"", ""Lonny Yarmus""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Clinics in Chest Medicine""}}"
out/hardened/Percutaneous endoscopic gastrostomy. Indicatio.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-02-05"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Carmen Molina Villalba"", ""Juan Antonio Vázquez Rodríguez"", ""Francisco Gallardo Sánchez""], ""new"": [""Carmen Molina Villalba"", ""Juan Antonio Vázquez Rodríguez"", ""Francisco Gallardo Sánchez""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Medicina Clínica (English Edition)""}}"
out/hardened/Percutaneous radiologic gastrostomy versus per.json,changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2005-10"", ""new"": 2005}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Anne M. Silas"", ""Lindsay F. Pearce"", ""Lisa S. Lestina"", ""Margaret R. Grove"", ""Anna Tosteson"", ""Wendy D. Manganiello"", ""Michael A. Bettmann"", ""Stuart R. Gordon""], ""new"": [""Anne M. Silas"", ""Lindsay F. Pearce"", ""Lisa S. Lestina"", ""Margaret R. Grove"", ""Anna Tosteson"", ""Wendy D. Manganiello"", ""Michael A. Bettmann"", ""Stuart R. Gordon""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""European Journal of Radiology""}}"
"out/hardened/Performance, long-term management, and coding for percutaneous dilational tracheostomy.json",changed,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-03"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Jaspal Singh"", ""Ronald F. Sing""], ""new"": [""Jaspal Singh"", ""Ronald F. Sing""]}, ""journal_full"": {""action"": ""canonicalize"", ""old"": null, ""new"": ""Chest""}}"
